id	title	abstract
698	Encoding and Decoding WLN	This paper deals with the encoding and decoding of a Wiswesser Line Notation (WLN).. This problem so far has been addressed only from the point of human.. This paper discusses the encoding and decoding with exactness suitable for a computer, and is an outgrowth of a computer program now in operation at NIH which automatically encodes and decodes WLN..
24	Libraries and Technological Forces Affecting Them	1.  What do we mean by technology and what kind of technological forces are we concerned with? 2.  Why is it important to be concerned with technology in thinking about the future of libraries? 3.  What kinds of technology are particularly important for libraries? 4.  How can this technology be applied today? 5.  What can we foresee for the future, as we move toward the year 2000? 6.  What, if anything, should we do tomorrow to try to get from here to here?
559	Introduction to University Library Administration	The last ten years have witnessed the growth of an intense public interest in university affairs.  Almost anything to do with universities is now headline news.  Previously such attention as they did receive was limited to brief reports in sober middle class newspapers of appointments, awards and meetings, leavened once a year by an obligatory account in all newspapers of the Boat Race. All this has changed: as Michael Befoff comments in his book The Plateglass Universities (having made the foregoing points and more besides), what were once ivory towers have now become goldfish bowls. He goes on to give the obvious explanation for the change: universities are of public interest because they are now almost wholly supported by the taxpayers' money.  They represent a massive investment on the part of the government, and consequently are expected to yield a vitally important return in trained and educated manpower. Over the last twenty years government expenditure in this country on universities has risen from four million pounds a year to more than two hundred million pounds a year.  The total university student population is in excess of two hundred thousand, and teaching and research staff number approximately twenty-five thousand.
200	Mechanization of Library Procedures in the Medium-sized Medical Library	"Mechanical means for expediting library work have been considered for many years, as an examination of the early pages of Library Journals bears out. The very first volume of the forerunner of the Bulletin, the Medical Library and Historical Journal, moreover, contained an article on the use of the ""typewriting machine"" in cataloging.  Telephones have long been accepted as library machines, and, except for unusual items, hand bookbinding has given way to machine-bound books. Nevertheless, when the term ""machine methods"" is used for libraries today, the prevailing idea is that expensive and complicated electronic equipment must be employed, and, since few libraries are able to afford such equipment for themselves, it is generally assumed that none but the largest libraries (the Library of Congress or the National Library of Medicine, for example) will be able to employ already existing mechanical methods or devise systems specifically applicable to their own situations."
516	Problems in Information Retrieval: Logical Jumps in the Expression of Information	In a structured data base, such as that obtained when information is indexed in a format including explicit relations, retrieval of all relevant items in response to a question may, in some cases, be restricted by technicalities of the structure.. Condensations in the form of logical jumps, or the omission of a concept with one relation out of a string of three concepts with two interstitial relations, have been investigated by two different methods, in order to overcome one of these technicalities.. Thirty-two rules are proposed which could permit the automatic condensation of either of both the stored information and the question, when the concepts and relations are in the form of linear or string display.. Nine rules are proposed for condensation of angular structures.. Other type of logical jump and abbreviation are discussed, together with related studies of expansions and inference steps..
246	Cataloging Rules ad Principles	The present study was undertaken pursuant to an assignment by the Library of Congress.  The author was directed to prepare, for the Board on Cataloging Policy and Research of the A.L.A. Division of Cataloging and Classification, a general analysis of the ALA cataloging rules for author and title entry, with special consideration of the rules for corporate authors, and a discussion of the objectives and principles which should underlie a revision of the rules.  The first three parts of the report are directed, respectively, to the three aspects of this assignment.  The fourth part of the report was added to deal with general questions raised by readers of a preliminary draft of this report.
1356	The Scientist Versus Machine Search Services: We are the Missing Link	To take advantage of computerized data bases to improve their services to scientists without incurring prohibitive in-house expense, the librarians at the  Boulder Laboratories have campaigned to increase awareness and utilization via personal interviews, seminars, surveys, and critiques.  Data bases most studied were DDC, NASA, SIE, ASCA, and the University of Georgia.  The conclusions:  1) The scientist needs continuous  personal assistance by a librarian or information specialist in order to make effective use of data bases. 2) As local retailer, the librarian has an accordingly important role to play now and in the future, a role at present generally ignored.
828	A Study of Current Awareness Publications in the Neurosciences	Mailed questionnaires were used to study the use of two printed current awareness devices in specialized areas of the neurosciences, one manually prepared and the other a product of MEDLARS.  The study determined who uses each publication, how much, for what purpose, and with what degree of success.  A major purpose was to discover how valuable the publications are to users and what impact they have had on their own research or professional practice as well as on their information seeking behaviour.  Comparisons are made between the results for the two publications.  Some conclusions are drawn on information seeking behaviour in the neuroscience community and on requirements for effective current awareness services in this field.
384	Evaluation of the World Food Literature	This publication presents the culmination of a concerted International effort to survey the relevant world's scientific and technological literature for its food science and technology content as a preliminary step towards the establishment of a comprehensive abstracting and documentation service in this field.
144	The Art of Computer Programming	The process of preparing programs for a digital computer is especially attractive because it not only can be economically and scientifically rewarding, it can also be an aesthetic experience much like composing poetry or music.  This book is the first volume of a seven-volume set of books that has been designed to train the reader in the various skills which go into a programmer's craft.
1432	The Ranking of Biomedical Periodicals from the Indian Scientist's Point of View	The output of scientific literature has been increasing exponentially since the second quarter of this century.. New journals in specialized branches of science keep appearing and established periodicals either multiply the number of volumes per year or split into different titles covering narrower subject areas in order to cope with the flow of communications received for publication.. The limited resources or libraries, particularly in the developing countries, do not permit them to increase library space or budget at a rate commensurate with this rise in publication.. Consequently research libraries in such countries as India must be highly selective in their acquisition programmes and to do so without detriment to the research interests of the institution they serve, they urgently need dependable data on the ranking of periodicals according to the particular research needs of their respective countries.. In this article an attempt is made to rank periodicals in the field of the biomedical sciences, from the point of view of the Indian scientist.. This method may also be followed in the libraries of other developing countries by changing the citing journals according to their country's needs..
825	Progress in Documentation: The Development of Precis: A Theoretical and Technical History	Before starting to trace the development of PRECIS to its theoretical beginnings I shall describe the system briefly in its present form.  This will serve not only as an introduction for those who are not familiar with the system, but will also help to explain the relevance of some of the historical sections which follow, in which we shall see how a machine-produced alphabetical indexing system, based on a syntax derived from a study of natural language, developed out of research into principles for a new general classification. PRECIS, or the PREserved Context Indexing System, differs in some respects from traditional alphabetical indexes and lists of subject headings. Like the system developed by Coates for the British Technology Index, PRECIS consists essentially of a set of working procedures, not a prescribed list of terms or phrases.  The system is firmly based upon the concept of an open-ended vocabulary, which means that terms can be admitted into the index at any time, as soon as they have been encountered in literature. Once a term has been admitted, its relationships with other terms are handled in two different ways, distinguished as the syntactical and the semantic sides of the system.
1284	Scientific Information Exchange in Psychology The immediate dissemination of research findings is described for one science.	The immediate dissemination of research findings is described for one science.
1411	Probability Theory	This book is a textbook intended for those generally familiar with mathematics who are interested in the technical applications of probability theory, in particular of the theory of shooting [?]. The book will also be of interest to engineers in other fields who find it necessary to use the theory of probability. The book is distinguished by the major attention it pays to new branches of probability theory which are important in application (for example, the theory of probabilistic processes, information theory, the theory of mass servicing, etc.).
1290	The Future of Scientific Journals	A computer-based system will enable a subscriber to receive a personalized stream of papers.
226	A Behavioral Approach to Historical Analysis	To issue a clarion call for historians to adopt a behavioral approach to their subject may seem as up-to-date and exciting as last month's newspaper, for it is the academic fashion today to argue the utility of social science theory in the writing of history.  Books and articles issue forth from the presses in seeming profusion advocating and even occasionally demonstrating such an approach.  Yet these many pages fail in three significant ways to accomplish the end they nominally espouse and which I urge.
618	Interrelationships of Scientific Journals	A series of models of the interrelationship of scientific journals has been developed from the cross citing amongst 275 journals in mathematics, physics, chemistry, biochemistry, and biology.. The data source was the Journal Citation Index (JCI), a file derived from the Science Citation Index.. The JCI consists of a journal by journal tabulation of citings to and from each journal in the index.. A large amount of consistency was found between the citing characteristics of the journals in the different scientific fields, with quite clear boundaries between fields and a few well known cross disciplinary journals as cross field information links.. The separate disciplines appear to relate to each other in an orderly manner, with a natural sequence:  mathematics --> physics --> chemistry --> biochemistry --> biology.. Within disciplines the journals form fully transitive hierarchies with very few relational conflicts..
1304	Citation Analysis	The Science Citation Index is a valuable and powerful tool when used for the purpose for which it was intended, as an aid in literature search.  It also invites a variety of statistical investigations, which must, however, be considered with prudence, since they may lead to misleading results.  No matter how cautiously the authors express themselves, the casual readers,  that is the majority, will treat the results as established facts and forget about the assumptions underlying them.  This is also happening with the computer output for economic models, which is accepted as if it were experimental observation.
272	Professionalism Reconsidered	The question of librarianship as a profession is considered here in terms of the three key relationships of a professional-client, organizational and professional.. Professional practice in this field is thus cast against accepted norms and standards of professional behavior.. This critical assessment suggests that librarianship falls far short of the professional model.. Major shifts in the nature of the services performed by librarians and in their bureaucratic relationships will be required if librarianship is to advance.. The contributions of the professional associations and of library schools to the advancement of the process of professionalization is also analyzed.. Progress in the field is viewed to be inextricably tied to the success or failure which librarianship achieves in its quest for true professional attainment..
1448	Vocabulary Control for Information Retrieval	This book deals with properties of vocabularies for indexing and searching document collections; the construction, organization, display, and maintenance of these vocabularies; and the vocabulary as a factor affecting the performance of retrieval systems.  Most of the text is concerned with vocabularies for post- coordinate retrieval systems, with special emphasis on thesauri and machine-based systems.  Vocabularies for pre-coordinate systems (e.g., alphabetical subject catalogs and classified catalogs) are discussed only briefly to provide historical perspective and for the light they shed on the problems o vocabulary control in general.  This type of vocabulary is well covered in existing texts.
1458	Legal Restrictions on Exploitation of the Patent Monopoly: An Economic Analysis	"The patent laws confer on a patentee power to exclude all others from making, using or selling his invention.  In furtherance of a constitutionally recognized goal - ""To promote the Progress of Science and the useful Arts"" - Congress has thus adopted a constitutionally authorized means - ""securing...to Inventors the exclusive Right to their respective...Discoveries.""  The constitutional clause is remarkable in several respects.  Its recognition of the possibility that invention might require encouragement implies not only that technological innovation is desirable but also that, but for legal subsidization, the quantity of innovation forthcoming would or might be less than optimum. This recognition, coming on the morn of an era during which the tendency of a free market to achieve optimality in all activities was greatly and religiously overestimated, prompts brief inquiry into the soundness of the supposition."
686	New Developments in Primary Journal Publication	"The form and function of the journal as a medium of communication between scientists, that is, one scientist talking to another, have not changed greatly these past 100 years.	But during that time, the journal has evolved to a highly effective medium for meeting the scientists' needs for publication, distribution, storage, and retrieval of scientific information.  Kessler describes the journal as the most ""successful and ubiquitous carrier of scientific information in the entire history of science.""  And the scientific paper, he adds, ""is such a marvelous and commodating invention that we seem to take it for granted and forget that it has form and structure that fit its function."""
677	Procedures for Converting Systematic Names of Organic Compounds into Atom-Bond Connection Tables	Simultaneously with its development of a computer-based Chemical Compound Registry System, Chemical Abstracts Service is devising procedures for automatically converting systematic names of organic compounds into atom- bound connection tables which can be manipulated by computer.  A study of systematic Chemical Abstracts (CA) index names has resulted in a dictionary of word roots used in the names and in step-by-step procedures for converting names to connection tables.  Statistical studies of nomenclature in CA indexes show that these procedures are applicable not only to current nomenclature, but also generally to names in past indexes.  Procedures have been written which are applicable to the majority of names of carbon compounds, and the preparation of computer programs is now under way.
386	Informal Communication in Science: Its Advantages and its Formal Analogues	Formal and informal scientific communication are complementary; they must not be thought of as alternatives in the sense that, perhaps, certain messages are obtained exclusively through the printed word, the library, and the mechanized search-and-retrieval system, whereas others are obtained by the exclusive use of word-of-mouth and the telephone.  The much more typical event is one in which the receipt of a single message is secured by the successive interplay of these two kinds of communication.  For any given transaction between a scientist as a receiver of information and the channel that brings him that information usually has a history behind it and a future ahead of it that may be very relevant to the evaluation of the success of that transaction and to the prognosis of whether this kind of transaction will happen again with similar results.
598	Curricula in Information Science:  Analysis and Development	The Curriculum Committee of the Special Interest Group/Education Information Science of ASIS is charged with the responsibility for determining the scope and characteristics of information science programs in the US and Canada in terms of Curriculum developments and course offerings.  To fulfill this responsibility, questionnaires were developed to elicit reliable information concerning courses being offered relating to information storage and retrieval, information science and/or documentation.  The data requested included course levels, pre- and post-requisite courses, textbooks used, topics covered, frequency with which offered, etc. Responses were received from 45 schools, providing information about 185 courses and 242 topics.  Using several methods of clustering the data, it was difficult to arrive at firm results, because of the diversity and scatter of the topics included in this field.  It was therefore decided to hold a workshop of experts which would examine the validity of the questionnaire results. This workshop, using the Delphi technique to arrive at consensus, was held at the University of Pittsburgh on September 21-23, 1970.  Sixteen specialists in the field representing universities industry and government were brought together to participate.  Consensus was reached in identifying nine factors which contribute to the curriculum in information science and seven courses which constitute the core for the Master's program. The topics to be included in each of these courses were also isolated.
705	Comparative Searching of Computer Data Bases	Methods for retrieval of information on chemical compounds utilizing several computer data bases have been compared to determine scope of data base coverage. Queries for a single chemical, N-ethyl-@-methyl-m-trifluoromethylphenethylamine (fenfluramine) and generic chemicals (2-pyrrolidinones) were submitted to the services for searching through the recent literature.  Data bases employed included MEDLARS, Excerpta Medica, CA Condensates, CBAC, Ringdoc, Current Abstracts in Chemistry and Automatic New Structure Alert (ANSA).  Preparation of search questions is outlined and comparative results are reported indicating the yield from each data base.
249	Centralized Book Processing	This report summarizes the results of the fourteen-month feasibility study -- the Colorado Academic Libraries Book Processing Center project (CALBPC).  The report is organized under nine major sections: I. Background; II. Participating Libraries -- Operational Characteristics; III. Cost Analysis; IV. Business Office Procedures; V. The Book Processing Center; VI. Approval Plan Utilization; VII.  Mathematical Model/Simulation; VIII. Attitude Survey; IX. Conclusions and Recommendations.
765	Bradford's Law of Scattering	These authors collected a large number of references to a certain subject, and arranged the periodicals in which the references occurred in order of decreasing productivity.  Thus for applied geophysics they found (loc. cit., p. 112) 1 periodical containing 93 references, 1 containing 86, 4 containing 16, 49 containing 2, and 169 containing only 1 reference.  They then made cumulative totals for the two sets of figures, so that in the T most productive periodicals there occurred in all R references.  Bradford then plotted log T against R and his curves are reproduced as B and C in Fig. 1.  An exactly similar procedure for periodical references borrowed by Butterwick resulted in curve A.  In both A and B, after an initial steep rise (up to about R = 500), the curves approximate to a straight line, R = a log T + b.
619	Managing An Uncontrolled Vocabulary Ex Post Facto	Initiated as an experiment, supported by the Division of Medicinal Chemistry of Walter Reed Army Institute of Research, the operational retrospective retrieval service offered by BIOSIS, now in its eighth year, exploits a file created essentially without vocabulary control.. The file comprises some 40 million index access points to 1.87 million references in research biology announced in Biological Abstracts and BioResearch Index since September 1959.. A pragmatic program of file building criteria has been pursued, originally with modest support from the Office of Science Information Service of the National Science Foundation, which has provided improved retrieval and an annual summary of the vocabulary of the literature available to anyone interested (1)..
306	From Economic to Political Analysis of Library Decision Making	In general, the more critical the decision, the less useful a cost-benefit analysis is to library decision makers.. Political analysis is required, and Easton's conceptual framework is presented to suggest the utility of political analysis.. A list of normative issues is derived from raising descriptive questions about the politics of university libraries..
1088	Mathematical Approach to the Prediction of Scientific Discovery	In the field of symbolic logic at least, fundamental discoveries seem to follow patterns, suggesting that future discoveries may in some sense be predictable..
789	Social Science Literature Use in the UK as Indicated by Citations	A sample of citations made in 1965 United Kingdom social science literature has been analyzed according to subject, bibliographic form, country of origin, language, and date, and comparisons made with citations from science and technology literature.. The relative size of the outputs of and demands for literature in these fields are estimated, and the subject distribution of citation within social science.. The interrelations between source and cited subject are discussed.. Use as indicated by citation is compared with use measured  by loan demand on the National Lending Library..
302	"Applying ""Management by Objectives"" To the University Library"	"Many methods of library management are no longer sufficient to meet the more sophisticated demands of today.. A promising management technique for librarians is ""managements by objectives"", which helps to establish library goals, measure performance objectively, and to identify factors affecting an operation's final results.."
1310	Two Paradigms for Scientific Knowledge?	The growing interest in the sociology of science makes the publication of this collection of papers particularly timely because, in broad outline, it deals with the clash which occurs when the sociological approach makes incursions into the field normally occupied by philosophers of science.
214	Library Participation in a Biomedical Communication and Information Network	The experience of two libraries participating in the SUNY Biomedical Communication Network is described..  The history of the Network if briefly given together with its original aims and their current status.. Use of the terminals and formulation of queries are explained.. Figures are given for total costs, number of searches performed, and cost per search.. There is a account of the internal structure of the administration of the Network..
1006	Library Service to the Disadvantaged	This volume is intended mainly as a source book for project and program ideas for libraries now engaged in working with the disadvantaged or planning to do so.  It is also hoped that it will give an overview of the progress to date in work with the disadvantaged by bringing together much of the thinking and many of the ideas that have appeared in literature or in conferences in the last few years.
1353	How to Survive in Industry Cost Justifying Library Services	Two services provided by the Boeing Co. Aerospace Group Library - literature searches and reference/publication identification activities - were evaluated by written and oral surveys of the library's users.  The survey technique and cost savings reported by the two studies are discussed in addition to the beneficial impact of the survey results on high level corporate management.
1237	Public Libraries as Culture and Social Centers: the origin of the concept	This book is an attempt to trace the origins of non- book activities in public libraries, by which is meant the arrangement of fiestas, festivals, and exhibitions; the conduct of classes, contests, lectures, and excursions; the staging of plays, the exhibition of movies, the demonstration of karate and judo, and all similar activities not primarily concerned with books now carried on by public libraries. Since ideas about libraries, as well as librarians, have passed back and forth across the Atlantic with great facility, in this attempt to discover origins it seems wise to follow, however sketchily, developments in both America and Britain, and to note with some care what was happening in scholarly libraries, in popular libraries for the middle classes, and in libraries intended for the working classes.
1449	The Weapons Acquisitition Process: An Economic Analysis	"A distinctive feature of American weapons development and production is the use of private firms to carry forward most of the effort.  This volume is primarily concerned with the government- business relationships within which these activities take place. Our title reflects our emphasis.  Weapons Acquisition is defined to include the conception, development, and production of technically advanced weapons for ultimate use by the armed forces.  Process emphasizes the flow of decisions and activities during weapons programs, including the actions, reactions, and interactions of government agencies and defense contractors.  Economic Analysis indicates our concern with how these activities and relationships affect the quality, time, cost, and value outcomes of weapons programs. The principal objective of this volume is increased knowledge of these facets of weapons development and production.  Such an objective classified the volume as a social science, rather than administrative study.  Yet most social science research, however ""pure"" the form, is ultimately directed at changing public policy.  That is the intention here, but this book does not conclude with a specific set of public policy recommendations.  Rather, it is largely limited to providing understanding - a prerequisite to criticism, debate, revision, and improvement."
1096	Timing Data for Information Processes	Every R&D or design organization should have an efficient information service capable of minimizing time spent on searching and gathering pertinent data.. Generalized data on time spent by R&D project staff on information processes is cited.. Suggestions as to the improvement of information activity are offered.
102	Scientific Output and Recognition: A Study in the Operation of the Reward System in Science	The relationship between the quantity and quality of scientific output of 120 university physicists was studied.. Although these two variables are highly correlated, some physicists produce many papers of little significance and other produce a few papers of great significance.. The responses of the community of physicists to these distinct patterns of research publication were investigated.. Quality of output is more significant than quantity in eliciting recognition through the receipt of awards, appointment to prestigious academic departments, and being widely known to one's colleagues.. The reward system operates to encourage creative scientists to be highly productive, to divert the energies of less creative physicists into other channels, and to produce a higher correlation between quantity and quality of output in the top departments than in the weaker departments..
1047	Measurement of Meaning	The scientific study of language has been developing with particular rapidity during the past decade or so.  One thinks immediately of the basic work of Zipf and Skinner, of the developments in information theory, in concept formation, in second language learning, in work association research, and generally of the increasing integration of the psychological and linguistic approaches as reflected in the activities of the Social Science Research Council Committee on Linguistics and Psychology.  Almost every new issue of a social science journal brings additional evidence of this heightened activity. A significant aspect of much of this development has been the devising and application of new quantitative measurement techniques. During the past six or seven years, a group of us at the University of Illinois has been concentrating on the development of an objective measure of meaning, and this book is largely a progress report of that research.
23	Pilot Inventory of Library Holdings	This project was undertaken because of the high degree of uncertainty among the library staff regarding the extent of the problem of missing books.  The findings of this study gave the Ohio State University libraries concrete evidence as to how many books are missing and indicated the areas in which book losses are the greatest.  These figures also provide information which can be conveyed to the faculty or administration when they voice complaints about the unavailability of library books.  The areas where losses are high also tend to indicate the areas of most frequent use.
936	Along the Academic Way	The invitation to apply for this council on Library Resources fellowship stated as one aim to break administrators loose from their desk to read, investigate, and reach for broadening experiences that might make them administrate better. The application listed seven targets of study in the working context of university research libraries: 1) Organizational structures; 2) Management Techniques; 3) Program budgeting; 4) Use of machines, including the computer; 5) Research collection development; 6) Non-book materials in the library; 7) Out-of- building services.
638	Densities of Use, and Absence of Obsolescence, in Physics Journals at M I T	Chen's data for the raw frequency of use of 138 physics journals in the science library at M I T are re-examined and converted to densities of use-per-meter of shelf.. Other units of size for obtaining densities, and their measurement are discussed.. There is no evidence for synchronous obsolescence in the 1955 to 1968 volumes of these journals: instead there is some statistically significant evidence of greater density of use with greater age.. Similar evidence elsewhere is cited.. The ranking order for heaviness of use is also radically altered by converting raw frequencies to densities of use.. It is suggested that, for comparing the relative values of different journals, or age groups, in library use or citation studies, analyses of raw frequencies are valueless, and indeed potentially dangerously misleading, until they are converted to allow for the numbers of available items in each group examined..
237	Book Selection of Censorship	"The key question was whether restrictions are being imposed on librarians, or whether they are imposing restrictions on themselves, that threaten the citizen's right to easy access to as adequate a collection of books and periodicals as his community, his country or his state can afford.  Readers of this report may come to different conclusions about the ""right"" answer to this question, but whether they conclude that librarians are or are not being as forceful as they might be in developing and upholding freedom-to-read principles, it should not be forgotten that it is librarians themselves who have had the courage to provide the evidence."
770	Tests on Abstracts Journals	The amount of scientific and technical information published annually in the form of journal articles, conference papers, reports, theses, patents, and books now greatly exceeds, in every field of interest, the amount which may be scanned by a scientist wishing to keep himself completely up to date in his own subject.  For a scientist wishing to inform himself of new developments in neighbouring subject-fields the problem is even greater.  Consequently, either the scientist reconciles himself to the knowledge that he is not aware of all relevant information in his field or he places increasingly more reliance on such bibliographic tools as are available to guide him towards the relevant literature. First among such tools is the abstracts journal.
743	A Survey of the Use of On-Line Computer-Based Scientific Search Services by Academic Libraries	To explore their use of on-line computer-based bibliographic search services, a one-page questionnaire was sent to 100 academic libraries in the United States having separate departmental chemistry or science libraries.. An attempt was made to determine the background training of the persons performing the searches, who the end users were, the growth trend, the funding, the data bases used, and the value to the users.. Of the 73 replies, 49.3% indicated use of such services, while 24.6% were planning to use them primarily by faculty and graduate students.. Of those reporting, 83.3% used searchers with a background in library or information science; 47.2% had a background in scientific discipline..Two or more on-line services were used by 72.2%.. A majority of respondents stated that the use paid all expenses or a portion of the expenses.. The searches met the needs of the use most of the time in 83.3% of the cases, and all of the time in 5.4%..
172	As We May Think	"As Director of the Office of Scientific Research and Development, Dr. Vannevar Bush has coordinated the activities of some six thousand leading American scientists in the application of science to warfare.  In this significant article he holds up an incentive for scientists when the fighting has ceased.  He urges that men of science should then turn to the massive task of making more accessible our bewildering store of knowledge. For years inventions have extended man's physical powers rather than the powers of his mind.  Trip hammers that multiply the fists, microscopes that sharpen the eye, and engines of destruction and detection are new results, but not the end results, of modern science.  Now, says Dr.Bush, instruments are at hand which, if properly developed, will give man access to and command over the inherited knowledge of the ages.  The perfection of these pacific instruments should be the first objective of our scientists as they emerge from their war work.  Like Emerson's famous address of 1837 on ""The American Scholar,"" this paper by Dr. Bush calls for a new relationship between thinking man and the sum of our knowledge. - The Editor"
1204	Perceptions An Introduction to Computational Geometry	The goal of this study is to reach a deeper understanding of some concepts we believe are crucial to the general theory of computation. We will study in great detail a class of computations that make decisions by weighing evidence.  Certainly, this problem is of great interest in itself, but our real hope is that understanding of its mathematical structure will prepare us eventually to go further into the almost unexplored theory of parallel computers.
599	On the Evaluation of Information Science	The emergence and development of information science within its wider disciplinary framework is interpreted.. Information science is approached as one of a modern generation of communication or behavioral disciplines which emerged almost simultaneously around World War II.. Consequently, an attempt is made to discern the evolution of relationship between information science and other generation disciplines.. The internal development of information science is first sketched.. Second, possible relationship and roles of information science within a potentially emergent suprasystem of knowledge are discussed..
771	Survey of Information Needs of Physicists and Chemists	Scientific research is expensive and the practical application of its results is even more expensive.  Information services are relatively inexpensive and, by constantly improving their scope and efficiency and encouraging the scientist to make the best use of them, we can minimize duplication and inefficiency in research and development.  This is the justification for the present survey and for all the work on user needs which has preceded it.
872	The Shared Cataloging System of the Ohio College Library Center	Development and implementation of an off-line catalog card production system and on-line shared cataloging system are described.. In off-line production, average cost per card for 529,893 catalog cards in finished form and alphabetized for filing was 6.57c.. An account is given of system design and equipment selection for the on-line system.. File organization and programs are described, and the on-line cataloging system is discussed.. The system is easy to use, efficient, reliable, and cost beneficial..
915	Library research at the University of Lancaster	Reference has been made to work done at the University of Lancaster in recent issues of the RECORD:  this article  summarizes past, present and possible future activities in this field.
1386	The Structure of Scientific Revolutions	The essay that follows is the first full published report on a project originally conceived almost fifteen years ago.  At that time I was a graduate student in theoretical physics already within sight of the end of my dissertation.  A fortunate involvement with an experimental college course treating physical science for the non-scientist provided my first exposure to out-of-date scientific theory and practice radically undermined some of my basic conceptions about the nature of science and the reasons for its special success.
672	Esso Research Experiences with Chemical Abstracts on Microfilm	Late in 1964, The Chemical Abstracts Service announced that in 1965 it would lease Chemical Abstracts in microfilm form to subscribers to its current printed abstracts.  With this move, microfilm entered a new stage - use in technical- information work as a publication medium for frequently employed tools rather than for largely archival documents.
896	Job Dimensions and Educational Needs in Librarianship	This study was undertaken to meet more fully the demands for improved and expanded training of library personnel, especially at the middle and upper levels, occasioned by the rapidly changing roles and functions of libraries as they try to adapt to the vast social, economic, and technological changes currently in progress.  The rise to a higher level of required skills and competencies - often new - has brought about an urgent need for improved training beyond the first professional degree at the post-master's level.  The basic purpose of this research is curriculum development at the post-master's level that will equip the middle- and upper-level personnel in libraries for the changes confronting them.  Although it would be possible to restructure the master's program and add the courses that this study shows a need for, that alternative has not been pursued for two reasons: a fairly stable master's curriculum is widely accepted and institutionalized and, more important, the new courses are designed for a different group of students - experienced librarians.
979	Automated Acquisitions Procedures at the University of Michigan Library	In June 1965, the Acquisitions Department of The University of Michigan Library began using a computer-based system for ordering books and other library materials.  This is the beginning of an over-all automated system for the Acquisitions Department and was designed with the assistance of Robert O. Kindt, Systems Analyst from the University's Office of Management Services.  Preliminary work on the automated system was begun in late 1963, and in September, 1964.  Mr. Kindt was assigned to the University Library on a full-time basis.  After the preliminary proposal was drafted, cost and feasibility studies were made.  Current (i.e., 1964) volume and costs were compared with anticipated volume and costs in 1968 and 1975 for both manual and automated systems.
769	Keywords and Clumps	Recent work at the Cambridge Language Research Unit has been concerned with the development of automatic classification procedures for information retrieval.  This has taken the form of research into methods of classification of keywords extracted from documents, with a view to using the classes found for co-ordinate indexing of technical material.  We cannot claim to have solved this problem because the methods we have been able to develop so far cannot be applied on a sufficiently large scale.  We have, however, made enough progress to make us feel that this a fruitful line of research.
604	Comparison of Document Data Bases	This paper presents a detailed analysis of the content and format of seven machine-readable bibliographic data bases: Chemical Abstract Service Condensates, Chemical and Biological Activities, and Polymer Science and Technology, Biosciences Information Service's BA Previews including Biological Abstracts and BioReseach Index, Institute for Science Information Source Tape, and Engineering Index COMPENDEX.. Selected issue test tapes of each data base were printed and checked for the types of data that were contained in the issue and the methods in which the data were formatted.. This paper compared the physical formats of the tapes and describes the varied treatments given to such data elements as authors, titles, abstracts, etc.. Comparison of data bases requires common use of terms.. All terms are defined at the beginning of the paper.. The authors found great discrepancies in the presentation of essentially similar bibliographic data, and they offer some suggestions for mitigating the discrepancies by use of standards..
368	Economies and Computers	It is not a simple matter to describe this book.  Briefly, it attempts to provide and apply a set of concepts from economic theory that may prove valuable to those who are now or may become decision- makers in the selection, financing, and/or use of computers.  Only theory relevant for such decision-makers is presented here.  This means that the effects of computers on the economy as a whole lie outside the scope of this book, as do a number of related issues.  We deal, thus, with microeconomic, not macroeconomic, theory: our focus is on the small (industry, firm, computer) and not the large (gross national product, consumer price index, unemployment).
561	A Dynamic Programming Approach to R and D Budgeting and Project Selection	Contemporary models of research and development are incomplete in that they ignore the many reappraisals and budgeting decisions that occur in the time between a project's proposal and its commercialization.. The sequential decision aspects of project budgeting are particularly important since 1) the research expenditure is usually an order of magnitude less than the irrevocable investment for commercialization and 2) an allocation to a project today does not presuppose continuation of the project into future periods.. The research and development budgeting problem is structured to take into account the sequential decision characteristic.. Utilizing the technique of dynamic programming, methods are developed to determine optimal project budgets when the aggregate research and development budget is either constrained or unconstrained.. These models also suggest a rational explanation of the patterns of project expenditures over time that one observes in practice.. Finally, some of the shortcomings of the developed methods which inhibit their practical application are discussed..
